tanggal,Ayam Boiler,Ayam Kampung,Bawang Merah (Medium),Bawang Putih Impor Honan,Bawang Putih Impor Kating,Beras Medium,Cabai Merah Besar,Cabai Merah Kriting,Cabai Rawit Hijau,Cabai Rawit Merah,Daging Sapi Impor Beku,Daging Sapi Lokal Daging Has Luar (Sirloin),Daging Sapi Lokal Daging Sandung Lamur (Brisket),Daging Sapi Lokal Daging Tetelan,Daging Sapi Lokal Has Dalam,Daging Sapi Lokal Paha Belakang,Garam Beryodium Bata,Garam Beryodium Halus,Gula Pasir,Ikan Kembung,Ikan Teri Asin,Indomie Rasa Kari Ayam,Jagung Pipilan Kecil,Kacang Hijau,Kacang Kedelai Eks Impor,Kacang Kedelai Lokal,Kacang Tanah,Ketela Pohon,Minyak Goreng Bimoli Botol,Minyak Goreng Curah,Susu Bubuk Kaleng Merk Bendera,Susu Bubuk Kaleng Merk Indomilk,Susu Kental Manis Kaleng Merk Bendera,Susu Kental Manis Kaleng Merk Indomilk,Telur Ayam Kampung,Telur Ayam Ras,Tepung Terigu Segitiga Biru
2018-12-13,37360,84375,31360,26500,29340,10540,38840,34040,31840,33660,84150,121666,103333,80000,146666,123660,3780,10860,12540,41340,119740,2440,15433,21940,12450,11900,25660,5300,13460,11950,44575,42500,11500,9960,2370,25260,9960
2018-12-14,37760,83750,31960,29000,27840,10590,40840,32540,31740,33160,84150,120000,93333,66666,143333,123660,3780,10360,12890,39840,113740,2440,15433,21340,12075,11900,25360,5300,13060,11600,44575,42500,11500,9860,2220,26060,9760
2018-12-17,37640,83925,30940,28000,28040,10550,43340,33560,32960,33160,85850,120000,91666,60000,143333,123660,3780,10600,12910,39600,114360,2460,15900,21160,12075,12250,25040,5340,13060,11760,44450,42425,11460,9820,2190,26200,9700
2018-12-18,39060,83750,30600,26500,28040,13262,41840,34260,32240,34240,87500,120000,93333,63333,143333,123340,3620,10600,12510,38800,110260,2460,16400,21760,12075,12250,22560,5340,13340,11560,44375,42325,11460,9820,2240,26660,9500
2018-12-19,39060,83750,31000,26500,28740,13387,42840,34460,31740,37240,87500,120000,93333,60000,143333,123340,3620,10500,12460,38300,110260,2460,16400,21560,12075,12250,22760,5340,13140,11560,44375,42325,11460,9820,2190,26660,9700
2018-12-20,39060,83750,30460,26500,28160,13250,42200,33160,28440,37100,86650,120000,93333,64166,143333,123340,3620,10500,12360,38800,110600,2460,16400,21300,12075,12100,22760,5340,13140,11560,44375,42325,11460,9820,2340,26600,9740
2018-12-21,38860,86250,30260,26500,28160,13187,42200,33660,27240,37600,86650,120000,93333,63333,143333,123340,3620,10600,12360,37800,109600,2460,16400,21100,11825,12100,26300,5340,13340,11260,44375,42325,11510,9820,2340,26500,9740
2018-12-26,39060,83750,30960,26500,27860,13187,43700,34060,27440,43900,86650,121666,95000,66666,145000,122840,3820,10900,12560,39300,114600,2460,16400,21400,12200,12100,25600,5340,13240,11560,44375,42325,11460,9820,2320,26600,9740
2018-12-27,40200,95000,30740,25500,27260,13250,40560,32800,28440,49440,85850,120000,105000,65000,146666,123660,3600,10000,13060,38800,109800,2460,16400,21900,12825,12100,25200,5340,13560,11600,44375,42450,12100,9960,2340,26740,9700
2018-12-28,39200,95000,31440,25500,27260,13375,40060,33300,28440,48340,85850,120000,106666,70000,146666,123660,3800,10300,12910,38800,111800,2460,16400,21800,12950,12100,25500,5340,13560,11700,44375,42450,12100,9960,2340,26740,9800
2018-12-31,39200,95000,31440,25500,27260,13375,40560,32800,28440,48340,85850,120000,105000,70000,146666,123660,3800,10300,12910,38800,111800,2460,16400,21800,12950,12100,25500,5340,13560,11700,44375,42450,12100,9960,2340,26740,9800
